SampType,ParkCode,NETNCode,Description,Latitude,Longitude,Date,SampEventCode,Year,Rep,Depth_m,Temp_C,DO_mgL,DO_PerSat,pH,SpCond,Turbidity,Discharge,pH,ANC,AppColor,DOC,TP,TN,NO3,NO2,NH3,NO3_ueqL,Cl,SO4
NETNStreams,ACAD,ACOTRC,Otter Creek,0,0,5/7/2008,147,2008,,-0.02,13.81,10.08,97.4,6.57,30,,2.5,6.55,51.80,7,,1.9,<MRL 0.1,,<MRL 0.005,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.332813,-68.206856,6/9/2008,161,2008,,0.37,18.2,9.49,100.7,6.62,37,,0.76,,,,,,,,,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.332947,-68.206985,7/9/2008,175,2008,,0.02,20.91,8.37,93.7,6.69,25,,0.28,,,,,,,,,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.332729,-68.206757,8/5/2008,185,2008,,0.33,16.27,9.62,98,6.17,24,,7,6.4,47.80,18,,3.2,<MRL 0.1,,<MRL 0.005,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.332729,-68.206757,8/5/2008,185,2008,,0.33,16.27,9.62,98,6.17,24,,7,6.38,46.80,18,,5.3,<MRL 0.1,,<MRL 0.005,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.332787,-68.206779,9/8/2008,199,2008,,0.49,17.74,9.41,98.8,6.16,23,,5.8,,,,,,,,,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,0,0,10/6/2008,211,2008,,0.34,11.45,10.59,97,6.51,28,,2.2,,,,,,,,,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.33279,-68.206749,5/5/2009,3082,2009,,0.47,9.32,11.23,97.9,6.58,39,,1.5,6.63,73.60,8,,3.2,<MRL 0.1,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.332767,-68.206787,6/8/2009,3099,2009,,0.10,15.29,9.8,97.8,6.6,40,,1.3,,,,,,,,,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,0,0,7/6/2009,3106,2009,,0.30,15.03,9.76,96.9,6.38,27,,4,,,,,,,,,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.332806,-68.206871,8/4/2009,3114,2009,,0.20,16.89,9.51,98.1,6.48,29,,3.1,6.72,82.00,19,,3.9,<MRL 0.1,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.332382,-68.206604,9/8/2009,3127,2009,,0.15,13.46,10.12,97,6.26,13,,1,,,,,,,,,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.332813,-68.206924,10/8/2009,3142,2009,,0.25,11.91,10.53,97.5,6.32,24,,,,,,,,,,,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.33276,-68.206924,10/14/2009,3144,2009,,0.25,8.13,11.56,98,6.37,24,,5.6,,,,,,,,,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.332798,-68.20687103,5/5/2010,3186,2010,,0.17,14.33,10.05,98.2,6.63,25,,0.84,6.89,107.00,10,,2.9,<MRL 0.1,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,0,0,6/10/2010,3203,2010,,0.16,13.58,10.03,96.5,6.66,30,,1.4,,,,,,,,,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.33277893,-68.20687866,7/7/2010,3217,2010,,0.08,17.36,9.21,96,6.64,38,,0.55,,,,,,,,,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.33272934,-68.20688629,8/4/2010,3304,2010,,0.18,17.48,9.18,95.9,6.5,33,,1.45,6.85,103.00,28,,4.8,<MRL 0.1,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.3327713,-68.20690155,9/9/2010,3284,2010,,-0.08,17.03,9.03,93.5,6.7,41,,0.33,,,,,,,,,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.33282471,-68.20688629,10/8/2010,3301,2010,,0.06,12.83,10.16,96.1,6.6,29,,3.4,,,,,,,,,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.332779,-68.206902,5/24/2011,3353,2011,,0.34,9,11.49,99.4,6.62,23,,19.5,6.24,31.80,21,,3.1,0.16,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.332867,-68.206856,6/2/2011,3363,2011,,-0.02,14.41,9.59,93.9,6.33,31,,1.7,,,,,,,,,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.332905,-68.20694,7/5/2011,3373,2011,,0.18,19.62,8.19,89.4,6.38,39,,0.465,,,,,,,,,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.332626,-68.206818,8/3/2011,3423,2011,,-0.03,15.74,8.88,89.5,6.58,49,,0.2,6.87,214.00,13,,4.5,<MRL 0.1,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.332928,-68.207031,9/8/2011,3434,2011,,-0.04,14.76,9.47,93.5,6.36,36,,0.79,,,,,,,,,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,0,0,10/6/2011,3448,2011,,0.18,9.95,11.01,97.4,6.18,28,,5.35,,,,,,,,,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.33278656,-68.20685577,5/3/2012,3457,2012,,0.25,7.3,12.05,100,6.47,27,0.14,3.8,6.58,52.00,10,1.35,1.1,<MRL 0.1,<MRL,<MRL 0.005,<MRL 0.08,<MRL 1,126,50
NETNStreams,ACAD,ACOTRC,Otter Creek,0,0,6/29/2012,3478,2012,,0.27,15.23,9.97,99.3,6.63,26,0.43,0.8,,,,,,,,,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.33276749,-68.20689392,7/12/2012,3486,2012,,0.31,20.26,8.55,94.5,6.66,37,1.25,0.65,,,,,,,,,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.33283615,-68.20674133,8/7/2012,3529,2012,,0.06,19.61,8.51,92.9,6.52,44,0.4,0.28,7.02,199.00,22,1.83,4.9,0.128,0.027,<MRL 0.005,<MRL 0.08,1.9,138,37
NETNStreams,ACAD,ACOTRC,Otter Creek,44.33288193,-68.20691681,9/4/2012,3537,2012,,0.22,15.68,9.48,95.4,6.73,44,0.03,0.23,,,,,,,,,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.33285141,-68.20687103,10/10/2012,3558,2012,,0.16,11.09,11.03,100.2,6.49,29,0.03,2,,,,,,,,,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.3327,-68.2068,5/9/2013,3596,2013,,0.17,12.08,10.25,95.3,6.48,37,0.18,1.7,6.63,72.40,15,1.43,3.2,0.152,<MRL,<MRL 0.005,<MRL 0.08,<MRL 1,181,48
NETNStreams,ACAD,ACOTRC,Otter Creek,44.3328,-68.2067,6/6/2013,3631,2013,,0.15,13.96,9.97,96.6,6.61,35,0.1,1.4,,,,,,,,,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.33282,68.20691,7/3/2013,3652,2013,,0.48,16.04,9.71,98.4,6.4,24,0.51,4.9,,,,,,,,,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.3328,-68.2068,8/5/2013,3687,2013,,0.12,17.73,8.95,94,6.48,31,0.26,1.2,6.84,101.00,23,2.17,4.2,<MRL 0.1,0.014,<MRL 0.005,<MRL 0.08,1,113,34
NETNStreams,ACAD,ACOTRC,Otter Creek,44.3328,-68.2069,9/4/2013,3697,2013,,0.20,19.08,8.98,97,5.95,22,0.29,5,,,,,,,,,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.3329,68.2068,10/18/2013,3725,2013,,0.14,12.38,10.04,94,6.73,35,0.4,1.2,,,,,,,,,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.3327,-68.2071,5/7/2014,221,2014,,0.13,10.02,11.03,97.7,,29,0.26,2.6,6.77,61.00,11,1.35,1.9,<MRL 0.1,<MRL,<MRL 0.005,<MRL 0.08,<MRL 1,116,51
NETNStreams,ACAD,ACOTRC,Otter Creek,44.3329,-68.2068,6/4/2014,236,2014,,0.19,12.24,10.29,96,6.74,36,0.34,0.753,,,,,,,,,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.3329,-68.2068,7/7/2014,245,2014,,0.13,18.22,9,95.5,6.74,27,0.19,3.1,,,,,,,,,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.3328,-68.2068,8/4/2014,256,2014,,0.13,17.96,8.95,94.5,6.81,37,0.36,0.54,6.92,141.29,29,2.09,3.4,0.1,0.024,<MRL 0.001,0.025,1.7,120,33
NETNStreams,ACAD,ACOTRC,Otter Creek,44.3328,-68.2069,9/8/2014,270,2014,,0.04,13.83,9.6,92.8,6.4,46,0.63,0.19,,,,,,,,,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.3328,-68.2069,10/15/2014,285,2014,,0.04,13.08,9.35,88.9,6.2,53,0.75,0.17,,,,,,,,,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.3328,-68.2068,5/6/2015,5004,2015,,0.16,12.93,10.46,99.1,6.38,30,0.36,1.6,6.74,68.89,12,1.3,1.9,0.087,0.014,<MRL 0.001,0.014,1.02325396825397,121.204714285714,44.6852083333333
NETNStreams,ACAD,ACOTRC,Otter Creek,44.3328,-68.2068,6/4/2015,5018,2015,,0.16,13.25,10.35,98.8,5.85,27,0.09,2.2,,,,,,,,,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.3327,-68.2073,7/13/2015,5030,2015,,0.20,17.58,8.95,93.7,6.06,35,0.38,0.505,,,,,,,,,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.3327,-68.2068,8/5/2015,4907,2015,,0.17,16.07,9.2,93.3,6.43,42,0.7,0.28,6.969,188.04,23.61,1.629,4.3,0.096,0.056,<MRL 0.001,0.014,4,161,32.3
NETNStreams,ACAD,ACOTRC,Otter Creek,44.3329,68.5667,8/31/2015,4915,2015,,0.13,18.13,9.02,95.5,6.49,41,1.39,0.254,,,,,,,,,,,,
NETNStreams,ACAD,ACOTRC,Otter Creek,44.3329,-68.2068,10/6/2015,4930,2015,,0.15,11.72,10.66,98.3,6.94,33,0.2,0.7,,,,,,,,,,,,
NETNStreams,ACAD,ACSGTB,Sargent Brook,,,5/25/2006,71,2006,,0.35,10.06,10.93,97,5.81,27,,0.16,,,,,,,,,,,,
NETNStreams,ACAD,ACSGTB,Sargent Brook,0,0,6/27/2006,12,2006,,0.20,16.22,9.68,98.5,5.63,22,,0.312,,,10,,<MRL 20,0.03,,<MRL 0.002,<MRL 0.01,,,
NETNStreams,ACAD,ACSGTB,Sargent Brook,44.350163,-68.290138,7/25/2006,21,2006,,0.18,17.64,9.34,97.9,5.69,22,,0.424,,,,,,,,,,,,
NETNStreams,ACAD,ACSGTB,Sargent Brook,0,0,8/30/2006,34,2006,,-0.03,14.28,10.03,97.9,6.25,26,,0.045,,,13,,3,0.07,,<MRL 0.002,0.008,,,
NETNStreams,ACAD,ACSGTB,Sargent Brook,0,0,9/13/2006,41,2006,,0.01,12.07,10.33,96,5.74,26,,0.042,,,,,,,,,,,,
NETNStreams,ACAD,ACSGTB,Sargent Brook,0,0,10/30/2006,59,2006,,0.03,6.89,12.37,101.6,4.93,31,,0.707,,,,,,,,,,,,
NETNStreams,ACAD,ACSGTB,Sargent Brook,44.350178,-68.290031,5/20/2008,157,2008,,0.08,9.25,10.23,89,5.88,28,,0.085,5.8,17.50,6,,1.5,<MRL 0.1,,<MRL 0.005,,,,
NETNStreams,ACAD,ACSGTB,Sargent Brook,44.350086,-68.29007,6/11/2008,208,2008,,0.54,13.34,4.98,47.6,5.55,30,,0.034,,,,,,,,,,,,
NETNStreams,ACAD,ACSGTB,Sargent Brook,44.350231,-68.290283,7/7/2008,174,2008,,0.07,18.18,5.33,56.5,5.58,28,,,,,,,,,,,,,,
NETNStreams,ACAD,ACSGTB,Sargent Brook,44.348732,-68.289497,8/4/2008,183,2008,,0.04,15.51,9.71,97.3,5.29,23,,2,5.2,6.50,17,,2.8,0.14,,<MRL 0.005,,,,
NETNStreams,ACAD,ACSGTB,Sargent Brook,44.350376,-68.290489,9/11/2008,202,2008,,0.34,13.15,9.99,95.1,5.6,22,,0.316,,,,,,,,,,,,
NETNStreams,ACAD,ACSGTB,Sargent Brook,0,0,10/14/2008,217,2008,,0.16,10.25,10.07,89.8,5.73,25,,0.077,,,,,,,,,,,,
NETNStreams,ACAD,ACSGTB,Sargent Brook,44.35028076,-68.29043579,5/11/2010,3190,2010,,0.27,8.24,11.49,97.6,5.96,25,,0.044,6.19,21.80,7,,1,<MRL 0.1,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ACAD,ACSGTB,Sargent Brook,0,0,6/7/2010,3200,2010,,0.12,12.71,10.45,98.5,5.52,19,,1.86,,,,,,,,,,,,
NETNStreams,ACAD,ACSGTB,Sargent Brook,0,0,7/12/2010,3214,2010,,-0.04,17.99,9.26,97.8,5.96,23,,0.516,,,,,,,,,,,,
NETNStreams,ACAD,ACSGTB,Sargent Brook,44.3504715,-68.29024506,8/2/2010,3269,2010,,0.25,16.75,9.33,96,6.12,25,,0.063,6.31,46.00,14,,4.2,0.107,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ACAD,ACSGTB,Sargent Brook,44.35028076,-68.29044342,9/13/2010,3287,2010,,0.03,13.16,9.98,95.1,6.44,22,,0.024,,,,,,,,,,,,
NETNStreams,ACAD,ACSGTB,Sargent Brook,44.35032654,-68.29033661,10/6/2010,3297,2010,,0.02,12.06,10.42,96.8,6.03,26,,0.243,,,,,,,,,,,,
NETNStreams,ACAD,ACSGTB,Sargent Brook,0,0,5/9/2012,3462,2012,,-0.02,7.28,11.94,99,5.31,22,0.69,3.98,5.29,5.40,33,3.45,2.8,0.117,<MRL,<MRL 0.005,<MRL 0.08,<MRL 1,105,49
NETNStreams,ACAD,ACSGTB,Sargent Brook,44.35015869,-68.28998566,6/26/2012,3474,2012,,0.11,13.62,10.2,98.1,5.31,19,0.61,5.936,,,,,,,,,,,,
NETNStreams,ACAD,ACSGTB,Sargent Brook,44.35035324,-68.29029846,7/12/2012,3487,2012,,0.27,18.11,8.65,91.6,6.02,28,0.41,0.015,,,,,,,,,,,,
NETNStreams,ACAD,ACSGTB,Sargent Brook,44.35029221,-68.29013824,8/6/2012,3528,2012,,-0.10,20.98,7.55,84.6,5.93,30,0.25,0,6.43,81.90,20,3.11,6.6,0.219,0.017,<MRL 0.005,<MRL 0.08,1.2,118,18
NETNStreams,ACAD,ACSGTB,Sargent Brook,44.35019302,-68.28997803,9/6/2012,3540,2012,,0.13,15.7,9.79,98.6,5.73,23,0.16,0.742,,,,,,,,,,,,
NETNStreams,ACAD,ACSGTB,Sargent Brook,44.35033035,-68.29051209,10/4/2012,3551,2012,,0.08,13.52,10.34,99.3,5.68,26,0.12,0.291,,,,,,,,,,,,
NETNStreams,ACAD,ACSGTB,Sargent Brook,44.3503,-68.2904,5/13/2014,228,2014,,0.10,9.27,11.18,97.4,,27,0.23,0.125,6,18.20,9,2.39,1.3,<MRL 0.1,0.018,<MRL 0.005,<MRL 0.08,1.3,106,58
NETNStreams,ACAD,ACSGTB,Sargent Brook,44.3503,-68.2904,6/5/2014,238,2014,,0.15,10.21,10.56,94,6.36,28,0.13,0.053,,,,,,,,,,,,
NETNStreams,ACAD,ACSGTB,Sargent Brook,44.3502,-68.2903,7/14/2014,249,2014,,0.12,16.58,9.08,93.1,5.88,27,0.07,,,,,,,,,,,,,
NETNStreams,ACAD,ACSGTB,Sargent Brook,44.3503,-68.2904,8/14/2014,263,2014,,0.20,14.38,9.95,97.4,6.28,26,0.1,0.477,5.88,25.51,30,6.61,4.5,0.155,0.016,<MRL 0.001,0.012,1.1,116,40
NETNStreams,ACAD,ACSGTB,Sargent Brook,44.3503,-68.2902,9/10/2014,273,2014,,0.04,12.52,8.37,78.6,5.7,29,0.11,0,,,,,,,,,,,,
NETNStreams,ACAD,ACSGTB,Sargent Brook,44.3503,68.5667,10/8/2014,281,2014,,0.09,12.72,10.06,94.9,5.61,29,0.11,0.154,,,,,,,,,,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,0,0,5/8/2007,83,2007,,0.32,6.91,12.21,100.4,6.3,95,,2.58,6.92,126.00,24,,4.3,0.27,,0.001,<MRL 0.02,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,0,0,6/29/2007,91,2007,,0.09,15.1,9.84,97.9,6.73,98,,0.665,,,,,,,,,,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,0,0,7/31/2007,109,2007,,0.18,17.01,9.54,98.7,6.29,106,,0.757,,,,,,,,,,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,0,0,8/9/2007,118,2007,,0.12,16.12,9.6,97.6,6.52,99,,0.93,7.27,224.00,43,,6.2,0.262,,0.002,<MRL 0.02,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,0,0,9/14/2007,130,2007,,0.08,11.86,10.91,100.9,6.15,106,,0.53,,,,,,,,,,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,0,0,10/16/2007,136,2007,,0.12,8.95,11.32,97.8,6.94,116,,0.702,,,,,,,,,,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.299686,-68.241913,5/6/2009,3084,2009,,0.30,7.85,11.85,99.7,7.04,87,,2.76,6.96,144.00,32,,4.2,0.186,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.299721,-68.241943,6/3/2009,3096,2009,,0.10,12.08,10.67,99.2,6.97,87,,2.11,,,,,,,,,,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.299671,-68.241959,7/6/2009,3104,2009,,0.26,13.09,10.44,99.3,6.97,69,,3.42,,,,,,,,,,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.299698,-68.242027,8/6/2009,3117,2009,,0.13,15.06,10.07,100,6.95,73,,2.41,7.16,187.00,41,,6,0.291,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.299652,-68.241814,9/4/2009,3126,2009,,0.22,14.69,10.09,99.4,6.57,73,,2.11,,,,,,,,,,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.299725,-68.241943,10/1/2009,3137,2009,,0.20,11.17,10.89,99.1,6.87,78,,1.28,,,,,,,,,,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.299789,-68.241501,5/25/2011,3359,2011,,0.18,12.57,10.56,99.3,6.93,64,,4.01,6.95,123.00,44,,7.4,0.255,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,0,0,6/16/2011,3372,2011,,0.07,12.66,10.62,100.1,6.91,71,,1.9,,,,,,,,,,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,0,0,7/11/2011,3377,2011,,0.13,15.49,10.13,101.5,6.81,86,,0.783,,,,,,,,,,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.299706,-68.241951,8/9/2011,3429,2011,,-0.03,17.35,9.33,97.2,7.18,88,,0.861,7.27,225.00,50,,7.7,0.273,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.299648,-68.241707,9/12/2011,3435,2011,,0.02,13.57,10.27,98.7,6.83,93,,0.594,,,,,,,,,,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.299667,-68.241936,10/17/2011,3452,2011,,0.02,12.13,10.5,97.8,6.72,69,,2.498,,,,,,,,,,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.29968643,-68.2419281,5/2/2012,3455,2012,,0.20,6.19,12.52,101,6.94,71,0.28,3.07,6.97,129.00,45,3.93,5,0.248,0.141,<MRL 0.005,<MRL 0.08,10,378,82
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.29965591,-68.24213409,7/3/2012,3479,2012,,0.36,15.63,9.76,98.2,6.99,71,1.77,1.58,,,,,,,,,,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.29975128,-68.24172211,8/13/2012,3534,2012,,0.06,17.74,9.34,98.2,7.12,86,0.47,0.638,7.26,268.00,33,2.95,5.8,0.274,0.183,<MRL 0.005,<MRL 0.08,13,377,91
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.29973221,-68.24191284,9/12/2012,3543,2012,,0.18,12.67,10.83,102.1,6.99,85,0.23,0.726,,,,,,,,,,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.29972839,-68.24199677,10/10/2012,3557,2012,,0.14,10.63,11.61,104.4,6.91,75,0.26,1.76,,,,,,,,,,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.2993,-68.2416,5/14/2013,3606,2013,,0.08,8.61,11.71,100.4,7.05,77,0.32,1.995,6.97,162.00,33,3.09,4.8,0.276,0.169,<MRL 0.005,<MRL 0.08,12,422,83
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.2993,-68.2416,5/14/2013,3606,2013,,0.08,8.61,11.71,100.4,7.05,77,0.32,1.995,7.06,163.00,34,3.17,4.7,0.247,0.169,<MRL 0.005,<MRL 0.08,12,422,83
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.2992,-68.2418,6/12/2013,3637,2013,,0.22,10.66,10.91,98.1,6.5,45,1.04,20.479,,,,,,,,,,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.2993,-68.2417,7/10/2013,3655,2013,,0.13,13.96,10.41,100.9,7.01,77,0.28,1.758,,,,,,,,,,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.2993,-68.2419,8/12/2013,3692,2013,,0.13,14.21,9.5,92.6,6.71,66,0.9,2.486,6.98,153.00,66,5.56,10,0.368,0.197,<MRL 0.005,<MRL 0.08,14,288,75
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.2994,68.2417,9/11/2013,3704,2013,,0.07,13.81,10.38,100.3,6.61,77,0.43,1.482,,,,,,,,,,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.2994,-68.2419,10/18/2013,3723,2013,,0.15,11.43,10.58,96.9,7.04,83,0.74,1.608,,,,,,,,,,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.2992,-68.2418,5/8/2014,223,2014,,0.09,9.24,11.51,100.2,,80,0.52,2.504,7.07,138.00,33,2.25,3.6,0.267,0.183,<MRL 0.005,<MRL 0.08,13,410,83
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.2993,-68.2417,6/2/2014,233,2014,,0.06,11.03,11.1,100.7,7.16,87,0.25,1.171,,,,,,,,,,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.2993,-68.2416,7/7/2014,244,2014,,0.14,14.02,10.24,99.4,6.91,65,0.54,4.226,,,,,,,,,,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.2992,-68.2417,8/4/2014,255,2014,,0.06,14.33,10.25,100.2,7.22,81,0.03,1.262,7.25,220.15,19,1.67,2.4,0.286,0.254,<MRL 0.001,0.03,18,373,81
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.2993,-68.2417,9/5/2014,267,2014,,0.07,15.73,9.89,99.7,7.11,90,0.38,0.482,,,,,,,,,,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.2994,-68.2417,10/6/2014,277,2014,,0.12,10.25,11.32,100.9,7.01,94,0.25,0.574,,,,,,,,,,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.2992,-68.2417,5/6/2015,5003,2015,,0.14,8.68,11.92,102.3,7,86,0.52,1.828,7.07,156.40,17,1.7,2.5,0.257,0.192,<MRL 0.001,0.026,13.6018253968254,481.32,80.9502083333333
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.2993,68.2417,6/3/2015,5013,2015,,0.13,9.32,11.71,102.1,6.52,77,0.62,2.459,,,,,,,,,,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.2995,68.5667,7/9/2015,5029,2015,,0.12,14.63,10.15,99.9,6.63,88,0.32,0.988,,,,,,,,,,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.2993,-68.2417,8/5/2015,4908,2015,,0.10,16.46,9.81,100.4,6.97,89,0.43,0.638,7.224,251.80,11.582,1.314,3.8,0.203,0.255,<MRL 0.001,0.018,18.1,432.8,82.9
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.2993,-68.2417,9/3/2015,4917,2015,,0.10,17.53,9.89,103.5,6.86,93,0.32,0.503,,,,,,,,,,,,
NETNStreams,ACAD,ACSTNL,Stanley Brook,44.2995,-68.2417,10/6/2015,4931,2015,,0.07,11.61,10.89,100.2,6.89,95,0.18,0.961,,,,,,,,,,,,
NETNStreams,MABI,MABISA,Pogue Brook (Stream A),0,0,5/16/2006,2116,2006,,-0.31,9.09,11.32,98.2,8.04,125,,2.50308,,,,,,,,,,,,
NETNStreams,MABI,MABISA,Pogue Brook (Stream A),43.634747,-72.529518,6/13/2006,2108,2006,,-0.12,14.57,9.79,96.2,8.14,147,,0.94859,,1440.00,5,,<MRL 20,0.19,,<MRL 0.002,0.017,,,
NETNStreams,MABI,MABISA,Pogue Brook (Stream A),43.634724,-72.529594,6/13/2006,2108,2006,,-0.11,14.61,9.85,96.8,8.18,43,,0.94859,,1440.00,5,,<MRL 20,0.19,,<MRL 0.002,0.017,,,
NETNStreams,MABI,MABISA,Pogue Brook (Stream A),0,0,8/23/2006,2119,2006,,-0.28,15.33,9.61,96,8.33,199,,0.133,,2000.00,13,,<MRL 20,0.18,,<MRL 0.002,0.024,,,
NETNStreams,MABI,MABISA,Pogue Brook (Stream A),0,0,8/23/2006,2119,2006,,-0.28,15.33,9.61,96,8.33,199,,0.133,,2000.00,10,,<MRL 20,0.18,,<MRL 0.002,0.01,,,
NETNStreams,MABI,MABISA,Pogue Brook (Stream A),0,0,9/13/2006,2109,2006,,-0.17,11.88,10.47,97,8.17,213,,0.105,,,,,,,,,,,,
NETNStreams,MABI,MABISA,Pogue Brook (Stream A),0,0,10/11/2006,2121,2006,,-0.19,9.92,10.87,96.1,8.07,199,,0.114,,,,,,,,,,,,
NETNStreams,MABI,MABISA,Pogue Brook (Stream A),43.632584,-72.53019,4/4/2007,2110,2007,,-0.10,0.79,13.72,96,7.76,133,,,,,,,,,,,,,,
NETNStreams,MABI,MABISA,Pogue Brook (Stream A),43.634903,-72.529465,5/8/2007,2118,2007,,-0.18,11.21,10.73,97.8,8.05,150,,0.559,8.0676,1416.19,5,,12,0.27,,0.002,<MRL 0.02,,,
NETNStreams,MABI,MABISA,Pogue Brook (Stream A),0,0,6/7/2007,2115,2007,,-0.19,11.07,10.65,96.8,8.15,177,,0.264,,,,,,,,,,,,
NETNStreams,MABI,MABISA,Pogue Brook (Stream A),0,0,7/2/2007,2107,2007,,-0.06,11.2,10.57,96.3,7.98,209,,0.058,,,,,,,,,,,,
NETNStreams,MABI,MABISA,Pogue Brook (Stream A),0,0,8/14/2007,2117,2007,,-0.21,14.97,9.55,94.7,7.95,234,,0.019,8.17,2367.10,3,,10,0.28,,<MRL 0.002,<MRL 0.02,,,
NETNStreams,MABI,MABISA,Pogue Brook (Stream A),0,0,9/10/2007,2112,2007,,-0.28,14.96,9.72,96.4,7.89,210,,0.068,,,,,,,,,,,,
NETNStreams,MABI,MABISA,Pogue Brook (Stream A),0,0,10/11/2007,2114,2007,,0.14,11.85,10.17,94.1,7.86,223,,0.029,,,,,,,,,,,,
